autor,title,source,issue,year,session,keywords,abstract,id,link,
"MACHADO, Raquel Bernadete; PEREIRA, Ana Maria","Produção científica acerca do novo código de catalogação RDA: análise bibliométrica de 2010 a 2014@pt-BR","Revista Digital de Biblioteconomia & Ciência da Informação","n. 2, v. 13, p. 298-311","2015","Artigo</a>","1 ciencia da informacao; Biblioteconomia; Catalogacao; Rda; Producao cientifica; Bibliometria; Codigo de catalogacao anglo-americano; Information science; Librarianship; Automated cataloging; Bibliometry","O Resource Description and Access (RDA) é o novo código de catalogação desenvolvido para substituir o Código de Catalogação Anglo-Americano, segunda edição (AACR2) com a finalidade de melhorar a recuperação do conhecimento registrado nas bibliotecas. Nessa perspectiva, o presente artigo tem por objetivo identificar na literatura científica tendências na área de catalogação acerca do tema RDA e analisar quantitativamente o crescimento das publicações, os principais autores, os idiomas de publicação, as instituições de filiação dos autores e os países colaboradores. O estudo de caráter bibliométrico analisou artigos de periódicos publicados entre 2010 e 2014 em duas bases de dados de abrangência Os dados apresentados neste estudo permitiram verificar que a produção científica sobre o novo código RDA configura-se, atualmente, bastante dispersa no que se refere aos autores e periódicos. Por outro lado, foi identificado que o idioma inglês é o mais presente nas publicações, assim como a grande concentração de trabalhos acontece nos Estados Unidos. Verifica-se assim que, por ter sido de iniciativa daquele país realizar testes com o RDA, naturalmente os autores americanos publicam mais sobre o assunto. A presente pesquisa apresentou um recorte temporal mostrando algumas tendências para a área de catalogação, destacando-se a produção científica sobre o RDA.@pt-BR The Resource Description and Access (RDA) is the new cataloging code designed to replace the Anglo- American Cataloguing Rules, Second Edition (AACR2) for the purpose of improving the recovery of recorded knowledge in libraries. From this perspective, this article aims to identify, in scientific literature, trends in cataloging areas about the RDA subject and quantitatively analyze the publications growth, main authors, publishing languages, membership institutions of the authors and also collaborating countries. The bibliometric character study analyzed journal articles published between 2010 and 2014 into two databases of international scope. Currently, the presented data allowed to verify that the scientific production on the new RDA code sets up quite dispersed with regard to authors and journals. Moreover, it was identified that English is the most present language in publications, as well as the high concentration of work happens in the United States. Therefore, for being the countryâ€™s intiative to conduct tests with the RDA, naturally the American authors publish more about it. This research presented a time frame showing some trends for the cataloging area, highlighting the scientific production about the RDA.@en ","40189","https://brapci.inf.br/index.php/res/v/40189","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/114299"
"SANTOS, Alice da Silva dos; ARAKAKI, Felipe Augusto","Aplicação do RDA em instituições latino-americanas: um panorama sobre o processo de implementação@pt-BR","Revista Brasileira de Biblioteconomia e Documentação","v. 18, p. 1-18","2022","Artigo</a>","Recurso; Descricao e acesso; Rda; Catalogacao; America latina","O artigo apresenta um estudo documental sobre os principais métodos utilizados por instituições latino-americanas quanto à aplicação do padrão de catalogação Recurso: Descrição e Acesso (RDA). Indicam-se características do RDA, e dos modelos conceituais envolvidos em sua estrutura. Abordam-se diferenças entre o RDA e o seu antecessor, o Código de Catalogação Anglo-Americano - segunda edição (AACR2). Desta forma, objetiva-se apresentar as instituições latino-americanas os procedimentos utilizados por elas para a implementação do RDA em seus catálogos. Os resultados alcançados permitiram visualizar um panorama sobre os métodos, técnicas e questões observados por meio da realização dos objetivos desta pesquisa. As considerações finais foram estabelecidas a partir da realização dos objetivos desta pesquisa, da reflexão sobre os materiais por ela analisados, e dos resultados obtidos com o seu desenvolvimento.@pt-BR ","171287","https://brapci.inf.br/index.php/res/v/171287",""
"MACHADO, Raquel Bernadete; PEREIRA, Ana Maria","Aspectos da catalogação e do RDA: contribuições teóricas da literatura nacional e internacional@pt-BR","Encontros Bibli: Revista Eletrônica de Biblioteconomia e Ciência da Informação","n. 49, v. 22, p. 89-101","2017","Artigo</a>","1 ciencia da informacao; Biblioteconomia; Catalogacao; Rda; Modelo conceitual; Catalogo; Cataloging; Conceptual models; Catalog","http://dx.doi.org/10.5007/1518-2924.2017v22n49p89Este artigo apresenta os aspectos da catalogação e do Resource Description and Access (RDA) e suas contribuições teóricas sobre as novas diretrizes para a catalogação de recursos informacionais, que tem seu foco voltado para o ambiente digital. Apresenta o atual panorama de discussões teóricas ocorridas no período de 2010 a 2014 entre os especialistas da área. Analisa a literatura nacional e a internacional no que tange à catalogação e temas correlatos, incluindo-se o RDA. A pesquisa configura-se como bibliográfica, do tipo levantamento. Os dados foram analisados por categorização, por meio da leitura e análise dos resumos e das palavras-chaves de artigos. Os resultados da busca nacional e internacional apresentaram temas semelhantes. Foram reunidos em nove grupos distintos: capacitação; catálogos; controle de autoridades; implementações; modelos conceituais; RDA; tecnologia; tratamento descritivo de recursos; e tratamento temático de recursos. Identificou-se que em algumas temáticas, as publicações brasileiras sobressaem como, por exemplo, acerca dos modelos conceituais e do tratamento descritivo, embora com relação ao tema RDA, a produção internacional tem maior destaque.@pt-BR http://dx.doi.org/10.5007/1518-2924.2017v22n49p89It presents aspects of cataloging and the Resource Description and Access (RDA) and its theoretical contributions on the new guidelines for the collection of information resources, which have their focus to the digital environment. It presents the current situation of theoretical discussions that took place in the period 2010 to 2014 among specialists. Analyzes the national and international literature regarding the cataloging and related topics, including the RDA. The research appears as literature, the survey type. Data were analyzed by categorization, through reading and analysis of abstracts and keywords of articles. The results of national and international search had similar themes. Its were assembled into nine groups: training; catalogs; authority control; implementations; conceptual models; RDA; technology; descriptive treatment resources; and thematic treatment resources. It was identified that in some themes, Brazilian publications stand as, for example, about conceptual models and descriptive treatment, although with regard to RDA subject, the international production stands out.@en ","38184","https://brapci.inf.br/index.php/res/v/38184","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/49143"
"GUILLAMóN, Ignacio López","Contexto, gestores y caracterización de las Resource and Description Access (RDA)@es-ES","Scire: representación y organización del conocimiento","n. 2, v. 18, p. 19-29","2012","</a>","","Se expone una caracterización de las RDA, que es el código internacional de catalogación en proceso de implantación en las más importantes bibliotecas y redes bibliotecarias de los países de lengua inglesa y el modelo normativo de la catalogación bibliográfica de la información digital. Se muestra el valor de la tecnología digital aplicada a los procesos de representar y comunicar los datos bibliográficos y las relaciones de indización en la difusión del conocimiento presente. Se presenta cómo los cambios sucedidos a partir de las TICs han transformado la catalogación bibliográfica en elaboración de metadatos y en la primera configuración de las RDA. Se resaltan las actuaciones impulsadas por la IFLA, el Joint Steering Committee for Revision of AACR (JSCR of AACR) o The European RDA Interest Group (EURIG).@es-ES A characterization of RDA is presented, which is the international cataloging code currently being implemented in major libraries and library networks in the English language countries and the normative model of bibliographic cataloging digital information. The aim is obtaining a better understanding of the context, agents and scope of the RDA, that show the value of digital technology applied to the processes of representing and communicating bibliographic data and indexing relations. The article highlights the actions promoted by IFLA, the Joint Steering Committee for Revision of AACR (JSCR of AACR) or The European RDA Interest Group (EURIG).@en ","167669","https://brapci.inf.br/index.php/res/v/167669",""
"MACHADO, Raildo de Sousa; ZAFALON, Zaira Regina","Panizzi, Cutter, Lubetzky, Jewett e Ranganathan e as relações com o RDA: princípios teóricos da catalogação descritiva@0","Encontro Nacional de Pesquisa e Pós-graduação em Ciência da Informação","n. XX ENANCIB","2019","Gt 2 - Organização e Representação do Conhecimento</a>","","Tem-se os códigos de catalogação como tema de pesquisa e acerca-se do Resource Description and Access (RDA) como o seu objeto de estudo. No decorrer da pesquisa, questiona-se sobre a presença de princípios e de fundamentos teóricos da catalogação descritiva na proposta do RDA. Define-se, como objetivo geral da pesquisa, analisar a proposta do RDA à luz dos fundamentos e dos princípios da catalogação descritiva, e, para o seu alcance, recorre-se aos seguintes objetivos específicos: [1] analisar os teóricos fundadores da catalogação, seus princípios e fundamentos; [2] discutir a atualização de códigos e tratados de catalogação; [3] analisar a proposta do RDA, seus princípios e objetivos à luz dos princípios e dos fundamentas da catalogação descritiva. A pesquisa, de natureza aplicada, adota abordagem qualitativa, fazendo uso dos procedimentos bibliográfico e documental para atingir os objetivos exploratórios. Academicamente, pretende-se contribuir com as discussões sobre a essência do RDA, ao ampliarem-se as possibilidades de estudos e familiaridade com os objetivos, princípios, funções e aplicação do padrão RDA. Os resultados apontam que, mesmo em épocas diferentes, contextos tecnológicos diversos ou que algumas das regras e instruções diferenciem-se no padrão RDA, o que se observa no arcabouço teórico de tais estudiosos é a preocupação com o usuário e o esforço para que o catálogo não sirva apenas de canal de comunicação entre os acervos e o público, mas volta-se para o cumprimento do papel de democratização do acesso e uso da informação.@pt-BR ","122697","https://brapci.inf.br/index.php/res/v/122697",""
"HOLANDA, Paulo Marcelo Carvalho; LOURENçO, Cíntia Azevedo","PERCEPÇÃO DA RDA PARA IMPLEMENTAÇÃO NAS BIBLIOTECAS DA UNIVERSIDADE FEDERAL DE MINAS GERAIS@pt-BR","Múltiplos Olhares em Ciência da Informação","n. 2, v. 9 No. 2","2019","Artigo</a>","Catalogacao; Frbr; Frad; Rda; Implementacao rda","As tecnologias da informação e comunicação trouxeram alterações nos ambientes informacionais que contribuíram para o aparecimento de novos tipos de documentos, formatos, suportes, conteúdos e novas formas de acesso e de maneiras para registrar recursos, assim, surge, a nova norma de catalogação que substituirá o AACR2, a RDA. O objetivo deste estudo é diagnosticar a atual realidade de percepção dos catalogadores de bibliotecas da Universidade Federal de Minas Gerais em face à nova da norma de catalogação, bem como, a visão geral da norma, a compreensão das mudanças nas instruções para descrição de dados dos recursos, a conscientização das estratégias de implementação da RDA, e a preferência de métodos para treinamento de tópicos da RDA. Adotou-se o método de abordagem mista e como técnica de coleta de dados entrevistas (semiestruturada) e a análise de conteúdo para explicitação e sistematização do conteúdo analisado. Os resultados preliminares apontam que a implementação é um caminho longo a seguir, e que é feito em conjunto com entidades interessadas.@pt-BR ","137089","https://brapci.inf.br/index.php/res/v/137089","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/137161"
"SILVA, Eliana Barboza de Oliveira; SERRA, Liliana Giusti; CASSARES, Norma Cianflone; VALENCIA, Maria Cristina Palhares","Conceituação e aplicação do novo padrão para descrição bibliográfica Resource Description and Access (RDA)@pt-BR","CRB8 Digital","n. 1, v. 5","2012","Artigo Científico Temático</a>","Catalogao; Representao descritiva; Rda; Registro bibliogrfico","Ao longo do tempo as regras de padronização e bases fundamentais da catalogação vêm sofrendo mudanças e atualizações para atender às transformações tecnológicas da informação e comunicação, como também suportar o surgimento de novas mídias e variados suportes da informação. É nesse momento que nasce a RDA, com o anseio de ser um novo padrão para atender aos novos desafios. Por meio de pesquisa teórica é realizada uma análise sobre a RDA, tratando de seus objetivos, sua nova estrutura baseada nas entidades do modelo FRBR, as similaridades com as AACR2, as mudanças no MARC para comportar as informações bibliográficas propostas pela RDA e o teste norte-americano para avaliar sua implantação, além dos desafios que a comunidade biblioteconômica terá até a implantação prevista para janeiro de 2013.@pt-BR ","9835","https://brapci.inf.br/index.php/res/v/9835","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/46646"
"SALM, Jackson; HILLESHEIM, Araci Isaltina de Andrade","Catalogação de Jogos Eletrônicos@pt-BR","Biblionline","n. 2, v. 15, p. 3-20","2019","Artigo de Reviso</a>","","A pesquisa aborda a catalogação de jogos eletrônicos. Tem como objetivo analisar as normas definidas pelo Resource Description and Access (RDA) para catalogação de jogos eletrônicos. Apresenta algumas diferenças entre o Código de Catalogação Anglo-Americano 2ª edição (AACR2) e o RDA. Por meio de uma pesquisa bibliográfica, com caráter exploratório, lista e conceitua elementos considerados importantes para catalogar jogos eletrônicos. Faz uma releitura das regras de catalogação do RDA para jogos eletrônicos, apresentando-as de forma mais simples. Aplica as regras de catalogação para descrever alguns itens. Apresenta as principais dificuldades encontradas para a catalogação de jogos e sugere um maior aprofundamento sobre os conceitos envolvidos acerca do RDA e suas funcionalidades para a catalogação de jogos eletrônicos, bem como o desenvolvimento de pesquisas empíricas que demonstrem os problemas e vantagens do uso do RDA para a descrição de jogos eletrônicos.@pt-BR ","120575","https://brapci.inf.br/index.php/res/v/120575","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/120586"
"MEY, Eliane Serrão Alves; GRAU, Isabel Arino; BIAR, Fernanda Salgado","Resource Description and Access (RDA): prós e contras@pt-BR","Revista Ibero-Americana de Ciência da Informação","n. 1, v. 7 No 1, p. 43-52","2014","Artigo</a>","","Analisa os prós e contras do novo código americano Resource Description and Access (RDA), sob o ponto de vista de um grupo brasileiro de estudos sobre catalogação. O RDA se propõe a tornar-se o código internacional de catalogação. Indubitavelmente, trouxe algumas inovações e vários aspectos positivos, como a introdução de materiais digitais e alguns elementos da família dos Functional Requirements for Bibliographic Records (FRBR). Ao mesmo tempo, o RDA pode ser analisado sob outros aspectos, como o problema das restrições na tradução e seus custos de licenciamento e direitos autorais. Apresentam-se alguns pontos de vista europeus, assim como uma possível solução no caso brasileiro.@pt-BR ","73307","https://brapci.inf.br/index.php/res/v/73307","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/87567"
"MACHADO, Raquel Bernadete; PEREIRA, Ana Maria","O novo padrão RDA sob a perspectiva das tarefas do usuário@pt-BR","Revista Ibero-Americana de Ciência da Informação","n. 2, v. 9 No 2, p. 345-364","2016","Artigo</a>","","O&nbsp;Resource Descripton and Access&nbsp;(RDA) configura-se atualmente como a nova diretriz para a catalogação de recursos informacionais. As atividades relacionadas à elaboração de um catálogo necessitam considerar, primordialmente, as tarefas que o usuário cumprirá na busca da informação. O modelo conceitual denominado&nbsp;Functional Requirements for Bibliographic Records&nbsp;(FRBR)&nbsp;arrola quatro tarefas básicas do usuário: encontrar, identificar, selecionar e obter. Assim, o objetivo deste artigo é analisar como a aplicação das novas diretrizes de catalogação RDA poderá contribuir para auxiliar na realização de tais tarefas. Com base na revisão de literatura,&nbsp;são apresentadas algumas considerações acerca do código RDA sob a perspectiva das tarefas do usuário. Conclui-se que a navegabilidade é a principal característica que um catálogo precisa apresentar ao usuário, desde que sejam desenvolvidos sistemas de gerenciamento de acervo mais robustos que os atualmente em uso adaptados às inovações propostas pelo RDA e pelos modelos conceituais.@pt-BR ","75703","https://brapci.inf.br/index.php/res/v/75703","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/89263"
"SALINAS, Argenis Rodríguez","Reseña. Ríos Hilario, A.B. (2020). RDA. Análisis teórico y aplicación práctica de la actual normativa catalográfica. Gijón: Trea, 259 pp. ISBN: 978-84-18105-21-0@es-ES","Revista Interamericana de Bibliotecología (Colombia)","n. 3, v. 44","2021","Reseña de Libro</a>","Rda; Catalogacion; Codigos de catalogacion","Reseña al libro: Ríos Hilario, A.B. (2020). RDA. Análisis teórico y aplicación práctica de la actual normativa catalográfica. Gijón: Trea, 259 pp. ISBN: 978-84-18105-21-0. Se enfoca en indicar la estructura de la obra, describiendo sus principales caracteristicas y manejo de la temática.@es-ES Review to book: Ríos Hilario, A.B. (2020). RDA. Análisis teórico y aplicación práctica de la actual normativa catalográfica. Gijón: Trea, 259 pp. ISBN: 978-84-18105-21-0.&nbsp;It focuses on indicating the structure of the work, describing its main characteristics and handling of the subject.@en ","163297","https://brapci.inf.br/index.php/res/v/163297","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/163885"
"TEXEIRA, Marcelo Votto; SHINTAKU, Milton; SCHIESSL, Ingrid Torres; MURAKAMI, Tiago Rodrigo Marça; MACEDO, Diego José","Análise prática do Recurso Descrição e Acesso e Modelo de Referência Bibliotecária no Koha no processo de catalogação@pt-BR","Informação & Sociedade: Estudos","n. 3, v. 30, p. 1-14","2020","Relato de Experiência</a>","","Bibliotecas passam por fase de grandes mudanças, com o uso cada vez maior do digital, mas, ainda precisam manter o legado do físico, requerendo modernização das suas atividades, como no caso da catalogação. Entretanto, grande parte das bibliotecas utilizam sistemas de gestão informatizados, requerendo estudos para verificar a adequação destes sistemas a novos padrões como o Resource Description Access (RDA) e o Library Reference Model (LRM). Assim, o presente estudo tem por objetivo verificar a adequação do software Koha ao uso do RDA e LRM na catalogação, visto ser uma ferramenta livre de código aberto mais utilizada no mundo para informatização de bibliotecas, especialmente na gestão de acervo físico. O estudo apresenta características exploratórias, visto a pouca familiaridade no Brasil com o tema, de alinhamento qualitativo. Como resultados, verificou-se que a adoção do RDA e LRM no Koha é possível e tecnologicamente fácil de implementação. Entretanto, o maior desafio se apresenta nas questões técnicas, visto que o RDA e LRM envolvem modelos conceituais adequados às mudanças tecnológicas. Assim, o presente estudo verificou a necessidades de novos estudos voltados a verificação do uso do RDA e LRM em outras atividades da biblioteca, apresentando oportunidade a novas pesquisas.@pt-BR Las bibliotecas pasan por una fase de grandes cambios, con el uso cada vez mayor de lo digital, pero aún necesitan mantener el legado de lo físico, lo que requiere la modernización de sus actividades, como en el caso de la catalogación. Sin embargo, la mayoría de las bibliotecas utilizan sistemas de administración computarizados, que requieren estudios para verificar la adecuación de estos sistemas a los nuevos estándares, como el Acceso a la descripción de recursos (RDA) y el Modelo de referencia de la biblioteca (LRM). Por lo tanto, este estudio tiene como objetivo verificar la idoneidad del software Koha para el uso de RDA y LRM en la catalogación, ya que es una herramienta gratuita de código abierto más utilizada en el mundo para la informatización de bibliotecas, especialmente en la gestión de colecciones físicas. El estudio presenta características exploratorias, dada la poca familiaridad en Brasil con el tema, de la alineación cualitativa. Como resultado, se descubrió que la adopción de RDA y LRM en Koha es posible y tecnológicamente fácil de implementar. Sin embargo, el mayor desafío se presenta en cuestiones técnicas, ya que la RDA y LRM involucran modelos conceptuales apropiados para los cambios tecnológicos. Por lo tanto, el presente estudio verificó la necesidad de más estudios destinados a verificar el uso de RDA y LRM en otras actividades de la biblioteca, presentando una oportunidad para futuras investigaciones.@es-ES Libraries are undergoing major changes because of the increasing use of digital tools and resources. But they still need to maintain their physical collection, which requires modernization of their activities, as in the case of the cataloging process. However, most libraries adopt integrated library systems, which requires studies to verify the effectiveness of these systems to new standards such as the Resource Description Access (RDA) and the Library Reference Model (LRM). Thus, this study aims to verify the suitability of the Koha software for the use of RDA and LRM in the cataloging process, since Koha software is a free open source tool most used in the world for computerization of libraries, especially in the management of physical collections. The study has exploratory characteristics, seen as little familiarity in Brazil with the theme, within qualitative alignment. The results show that the adoption of RDA and LRM in Koha is possible and technologically easy to implement. However, the biggest challenge is in technical issues, since the RDA and LRM involve conceptual models appropriate to technological changes. Thus, the present study verified the need for further studies aimed at verifying the use of RDA and LRM in other activities of the library, presenting an opportunity for further research.@en ","148028","https://brapci.inf.br/index.php/res/v/148028","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/148034"
"AMORIM, Eli Regina da Silva; PEREIRA, Ana Maria","RESOURCE DESCRIPTION AND ACCESS: ESTUDO SOBRE VIABILIDADE@0","Encontro Nacional de Pesquisa e Pós-graduação em Ciência da Informação","n. XVIII ENANCIB","2017","Gt-2 ? Organização e Representação do Conhecimento - Comunicação Oral</a>","Catalogacao; Rda; Modelo conceitual","Este estudo propõe uma investigação para verificar a viabilidade técnica, tecnológica e profissional de implantação da Resource Description and Access (RDA) na Biblioteca da Universidade do Estado de Santa Catarina. A metodologia proposta configura-se em um estudo de caso único, pois refere-se ao caso específico da Universidade do Estado de Santa Catarina, com abordagem qualitativa de caráter exploratório, descritivo e bibliográfico e, de acordo com sua finalidade, é um estudo aplicado. Como conclusão, a pesquisa apresenta: a implantação da Resource Description and Access (RDA) na Biblioteca da Universidade do Estado de Santa Catarina é viável, do ponto de vista técnico e tecnológico; o Sistema Pergamum está empenhado em adaptar o Sistema para implementar a Resource Description and Access (RDA). Do ponto de vista profissional, também é viável, porém, é necessária a capacitação dos bibliotecários. Como futuras pesquisas sugerem-se novas investigações sobre esta temática e também um estudo para adaptação da Política Institucional de Catalogação voltada para o uso da Resource Description and Access (RDA) na Biblioteca da Universidade do Estado de Santa Catarina.@pt-BR ","104252","https://brapci.inf.br/index.php/res/v/104252","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/110313"
"SELBACH, Clarissa Jesinska; FERREIRA, Anamaria; KERN, Lucas Martins; NOVAK, Loiva Duarte","Catalogação com Resource Description and Access (RDA): relato de experiência na Biblioteca Central Irmão José Otão (PUCRS)@pt-BR","Revista ACB: Biblioteconomia em Santa Catarina","n. 3, v. 25, p. 729-733","2020","Relato de Experiência</a>","Biblioteconomia; Representacao descritiva; Catalogacao; Resource and description access; Biblioteca universitaria; Controle bibliografico; Ia","Resumo: A Biblioteca Central Irmão José Otão da Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS) implantou o conjunto de diretrizes e instruções do Resource Description and Access (RDA) na catalogação do acervo bibliográfico e no controle de autoridades em 2016. Objetivo: relatar a experiência dos autores com a prática de catalogação em RDA, após quatro anos da implementação das diretrizes na Biblioteca da PUCRS. Metodologia: relato de experiência, que contribui de forma relevante para a área de Biblioteconomia. Conclusão: Ao longo dos quatro anos de trabalho com o RDA, baseado na experiência no uso da ferramenta e no amadurecimento da equipe de catalogadores, se observou a necessidade de alterar critérios definidos no início do processo de implantação do RDA, registrados em políticas e manuais do Setor de Tratamento da Informação. A descrição dos registros bibliográficos está mantida desde a implantação, sendo alterada a política de controle de autoridades. Palavras-chave: Catalogação. Resource and Description Access. Biblioteca universitária. Biblioteconomia.@pt-BR ","151853","https://brapci.inf.br/index.php/res/v/151853","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/151963"
"ARELLANO, Filiberto Felipe Martínez; CHAVARRíA, Evelia Santana; VALGAñON, Patricia de la Rosa","Implementación de las RDA en la Universidad Nacional Autónoma de México@es-ES","Palabra Clave (Argentina)","n. 2, v. 6 No 2","2017","Dossier: Gestión de la Información: Dilema Y Perspectiva</a>","","La Universidad Nacional Autónoma de México (UNAM) es la más grande e importante institución educativa de México y de América Latina. Atiende a más de 340.000 alumnos de posgrado, licenciatura y bachillerato. Ofrece 41 programas de posgrado y 118 carreras de licenciatura. Asimismo, la Biblioteca Nacional de México (BNM) se encuentra dentro de la estructura de UNAM, siendo la encargada de salvaguardar y preservar la memoria bibliográfica de México, la cual se encuentra conformada por más de 1.250.000 libros y documentos que se encuentran resguardados en la BNM. Por otro lado, el Sistema Bibliotecario y de Información de la UNAM (SIBIUNAM) está integrado por 135 bibliotecas con un acervo de aproximadamente 1.700.000 títulos de libros y 6.000.000 volúmenes, siendo coordinado por la Dirección General de Bibliotecas. Adicionalmente, dentro de la organización de la UNAM se encuentra el Instituto de Investigaciones Bibliotecológicas y de la Información (IIBI), en donde se llevan a cabo proyectos de investigación teórica y aplicada en diversas áreas de investigación, siendo una de ellas la organización de la información y, dentro de ésta, se abordan los estándares de catalogación. En el presente artículo se tratan los retos que la adopción del nuevo estándar de catalogación RDA ha significado para estas tres entidades de la UNAM, así como las acciones desarrolladas en cada una de ellas. Se comparten las experiencias de la Biblioteca Nacional de México (BNM) sobre la implementación de RDA. Se presentan algunas situaciones problemáticas, así como la solución de éstas. Se incluye la participación de la BNM en foros, para comunicar los trabajos que se realizaban sobre la catalogación con este código. También se aborda la actualización y capacitación del personal, la participación en los programas de catalogación cooperativa y el análisis de las RDA en equipos de trabajo, así como los acuerdos para su implementación. Se hace mención a los cambios en los flujos de trabajo, los apoyos tecnológicos que se necesitaron, la situación actual y los retos futuros de la implementación de RDA. Asimismo, se presentan el análisis y los procesos para la aplicación de RDA en los materiales adquiridos por el Sistema Bibliotecario y de Información de la UNAM (SIBIUNAM). Se presentan también los retos que se enfrentaron durante este cambio. Adicionalmente, se describen diversos aspectos relativos a los registros existentes en catálogo LIBRUNAM, así como su cambio retrospectivo; también se aborda lo correspondiente a la generación de nuevos registros con el consiguiente agregado de etiquetas MARC, así como los retos que ha significado la aplicación de las RDA. Finalmente, se abordan algunas de las acciones que el Instituto de Investigaciones Bibliotecológicas ha liderado para la adopción de las RDA como la organización de los Encuentros de Catalogación y Metadatos, los cuales se han convertido en el foro para la discusión de los problemas relacionados con la adopción y aplicación de las RDA en las bibliotecas de la UNAM, así como en otras bibliotecas de México y de América Latina. Asimismo, las recomendaciones que han sido discutidas en estos eventos académicos para la formación dentro de las escuelas de bibliotecología, de profesionales capaces de utilizar las RDA.@es-ES The Universidad Nacional Autónoma de México (UNAM) [National Autonomous University of Mexico] is the largest and most important educational institution in Mexico and Latin America. It serves more than 340,000 graduate, bachelor and high school students. It offers 41 graduate programs and 118 undergraduate ones. Moreover, the Biblioteca Nacional de México (BNM) [National Library of Mexico] is into the UNAM structure, playing the role of safeguarding and preserving the bibliographical memory of Mexico, which is integrated by more than 1,250,000 books and documents that are sheltered into this library. Moreover, the Sistema Bibliotecario y de Información de la UNAM (SIBIUNAM) [UNAM Library and Information System] is composed of 135 libraries with a collection of approximately 1,700.000 book titles and 6,000.000 volumes, which is coordinated by the Dirección General de Bibliotecas de la UNAM [UNAM General Directorate of Libraries]. Additionally, in the UNAM organization is placed the Instituto de Investigaciones Bibliotecológicas y de la Información (IIBI) [Institute of Research in Library and Information Sciences], where theoretical and applied research projects are carried out in several research areas, being one of them the information organization, and within this one, cataloging standards are approached. This article addresses the challenges that the adoption of the new RDA cataloging standard has represented for these three UNAM organizations, as well as the actions developed in each one of them. The Biblioteca Nacional México (BNM) experiences on RDA implementation are shared. Some problematic situations, as well as the solution for these ones, are presented. It is also included the BNM participation in forums, to communicate the work that was done on cataloging using the new code. It also is addressed the updating and training of staff, participation in cooperative cataloging programs and the RDA analysis in work teams, as well as the agreements for their implementation. Also, a mention is made about the changes in workflows, the technological support that was needed, the current situation and the future challenges for RDA implementation. Moreover, the analysis and the processes for the application of RDA in the materials acquired by the Sistema Bibliotecario y de la Información de la UNAM (SIBIUNAM) are presented. The challenges faced during this standard change are also presented. In addition, several aspects related to the records in the LIBRUNAM catalog are described, as well as the retrospective changes; the article also deals with the generation of new records with the consequent addition of MARC tags, as well as the challenges that the application of the RDA has meant. Finally, some actions that the Instituto de Investigaciones Bibliotecológicas y de la Información (IIBI) has carried out for the RDA adoption as the Cataloging and Metadata Meetings organization, which have become a forum for problem discussion related on RDA adoption and application at UNAM libraries, as well as in other Mexican and Latin American ones. Additionally, the recommendations that have been discussed and proposed in these academic events for professional training in LIS schools to be able of using RDA.@en ","65065","https://brapci.inf.br/index.php/res/v/65065","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/79778"
"FERNáNDEZ, Gladys Vanesa; BIONDELLI, Virginia; BLONDEAU, Andrea; HERNANDES, Alicia","Experiencia docente con las directrices de catalogación RDA en la modalidad presencial y virtual@es-ES","Revista Brasileira de Educação em Ciência da Informação","n. 2, v. 5, p. 89-91","2018","Relato de Experiência</a>","Rda; Ciencia de la informacion; Descripcion documental; Catalogacion; Bibliotecologia","Se presenta la experiencia de incorporación de la directriz de catalogación RDA dentro de las asignaturas Descripción Documental I y II de las carreras de Bibliotecología del Departamento de Ciencia de la Información de la Universidad Nacional de Mar del Plata (UNMdP). En el año 2015, el Departamento de Ciencia de la Información modificó los planes de estudios de las carreras bibliotecario escolar y bibliotecario documentalista reformulando el contenido de las asignaturas que lo conforman. En este caso se presenta la inserción del código de catalogación RDA en el plan de trabajo docente de Descripción Documental I y II y los procesos de innovación implementados en las diferentes modalidades: presencial y virtual.@es-ES ","109386","https://brapci.inf.br/index.php/roboti/v/109386","https://brapci.inf.br/https://brapci.inf.br/index.php/res/download/109527"
